facility_id,facility_name,facility_other_names,facility_type,primary_commodity,commodities_products,facility_equipment,production_start,production_end,country
COM00139.02,Black Mountain,,Mine,Other (poly)-metallic,"Zinc, Copper, Lead, Silver",Open pit,2019.0,,South Africa
COM00197.02,Candelaria,,Mine,Copper,Copper,Underground,1929.0,,Chile
COM00210.02,Casa de Pedra,,Mine,Iron,Iron,Open pit,1950.0,,Brazil
COM00263.01,Cliffs Logan County Coal,,Mine,Coal,Metallurgical coal,Underground,2008.0,,United States of America
COM00263.02,Cliffs Logan County Coal,,Mine,Coal,Metallurgical coal,Underground,2012.0,,United States of America
COM00263.03,Cliffs Logan County Coal,,Mine,Coal,Thermal coal,Open pit,2005.0,,United States of America
COM00272.01,Codelco Norte,,Mine,Copper,"Copper, Copper cathodes, Gold, Silver",Open pit,1997.0,,Chile
COM00272.02,Codelco Norte,,Mine,Copper,"Copper, Copper cathodes",Open pit,1915.0,,Chile
COM00317.01,Datong Coal Industry,,Mine,Coal,Coal,Underground,2006.0,,China
COM00354.01,Duketon,,Mine,Gold,Gold,,2012.0,,Australia
COM00354.02,Duketon,,Mine,Gold,Gold,,2013.0,,Australia
COM00354.03,Duketon,,Mine,Gold,Gold,,2010.0,,Australia
COM00361.01,Dynamic Energy,,Mine,Coal,Coal,Open pit,1997.0,,United States of America
COM00361.02,Dynamic Energy,,Mine,Coal,Coal,Underground,2007.0,,United States of America
COM00417.01,FNI Cagdianao,,Mine,Nickel,Nickel,,2014.0,,Philippines
COM00417.02,FNI Cagdianao,,Mine,Nickel,Nickel,,2004.0,,Philippines
COM00480.01,Gibson Complex,,Mine,Coal,Coal,Underground,2014.0,,United States of America
COM00480.02,Gibson Complex,,Mine,Coal,Coal,Underground,2000.0,,United States of America
COM00489.01,Goonyella Riverside,,Mine,Coal,Thermal bituminous coal,Open pit,1971.0,,Australia
COM00507.01,Guanaco and Amancaya,,Mine,Gold,Gold,,2010.0,,Chile
COM00507.02,Guanaco and Amancaya,,Mine,Gold,Gold,"Open pit, Underground",2017.0,,Chile
COM00558.01,Iluka Western Australia,,Mine,Iron,"Zicron, Rutile, Ilmenite",,2019.0,,Australia
COM00583.01,Itabira,,Mine,Gold,Iron,Open pit,1942.0,,Brazil
COM00583.02,Itabira,,Mine,Gold,Iron,Open pit,1957.0,,Brazil
COM00608.01,Justice Energy,,Mine,Coal,Coal,Open pit,1982.0,,United States of America
COM00610.01,Kachkanar GOK,,Mine,Iron,Iron ore,Open pit,1963.0,,Russian Federation
COM00610.02,Kachkanar GOK,,Mine,Iron,Iron ore,Open pit,1967.0,,Russian Federation
COM00610.03,Kachkanar GOK,,Mine,Iron,Iron ore,Open pit,1971.0,,Russian Federation
COM00610.04,Kachkanar GOK,,Mine,Iron,Iron ore,Open pit,2015.0,,Russian Federation
COM00619.01,Karaganda,,Mine,Coal,Coal,Underground,1998.0,,Kazakhstan
COM00619.02,Karaganda,,Mine,Coal,Coal,Underground,1959.0,,Kazakhstan
COM00619.03,Karaganda,,Mine,Coal,Coal,Underground,1955.0,,Kazakhstan
COM00619.04,Karaganda,,Mine,Coal,Coal,Underground,1961.0,,Kazakhstan
COM00619.05,Karaganda,,Mine,Coal,Coal,Underground,1969.0,,Kazakhstan
COM00619.06,Karaganda,,Mine,Coal,Coal,Underground,1964.0,,Kazakhstan
COM00619.07,Karaganda,,Mine,Coal,Coal,Underground,1973.0,,Kazakhstan
COM00619.08,Karaganda,,Mine,Coal,Coal,Underground,1979.0,,Kazakhstan
COM00624.01,Katanga Mining Complex,,"Mine, Refinery",Copper,"Copper, Cobalt","Underground, Leaching plant",1969.0,,DR Congo
COM00624.02,Katanga Mining Complex,,Mine,Copper,"Copper, Cobalt",Open pit,1969.0,,DR Congo
COM00627.01,Kazzinc,,Mine,Zinc,Gold,,2009.0,,Kazakhstan
COM00627.05,Kazzinc,,Mine,Zinc,,,2015.0,,Kazakhstan
COM00627.08,Kazzinc,,Mine,Zinc,"Copper, Zinc, Lead, Gold, Silver",Underground,2000.0,,Kazakhstan
COM00636.01,Keystone,,Mine,Coal,Coal,Underground,1998.0,,United States of America
COM00636.02,Keystone,,Mine,Coal,Coal,Underground,1998.0,,United States of America
COM00636.03,Keystone,,Mine,Coal,Coal,Open pit,2013.0,,United States of America
COM00670.01,Korshunov,,Mine,Iron,Iron ore,Open pit,1965.0,,Russian Federation
COM00670.02,Korshunov,,Mine,Iron,Iron ore,Open pit,1984.0,,Russian Federation
COM00670.03,Korshunov,,Mine,Iron,Iron ore,Open pit,1986.0,,Russian Federation
COM00672.01,Kostromovskaya,,Mine,Coal,Coking coal,Underground,2008.0,,Russian Federation
COM00672.02,Kostromovskaya,,Mine,Coal,Coking coal,Underground,2018.0,,Russian Federation
COM00678.01,Krasnoyarskkraiugol,,Mine,Coal,Coal,Open pit,1991.0,,Russian Federation
COM00707.02,LaRonde Complex,,Mine,Gold,Gold,,2017.0,,Canada
COM00721.01,Leonora,,Mine,Gold,Gold,Underground,2011.0,2016.0,Australia
COM00721.02,Leonora,,Mine,Gold,Gold,"Underground, Open pit",2008.0,,Australia
COM00774.01,Mariana,,Mine,Iron,Iron,Open pit,2000.0,,Brazil
COM00774.02,Mariana,,Mine,Iron,Iron,Open pit,2005.0,,Brazil
COM00774.03,Mariana,,Mine,Iron,Iron,Open pit,1976.0,,Brazil
COM00774.04,Mariana,,Mine,Iron,Iron,Open pit,1984.0,,Brazil
COM00774.05,Mariana,,Mine,Iron,Iron,Open pit,1982.0,,Brazil
COM00793.02,MetCoal,,Mine,Coal,Coal,,2019.0,,Indonesia
COM00795.01,Mettiki Complex,,Mine,Coal,Coal,Underground,2006.0,,United States of America
COM00810.02,Miguel Burnier,,Mine,Iron,Iron ore,Open pit,2009.0,,Brazil
COM00818.01,Minas Centrais,,Mine,Iron,Iron,Open pit,2000.0,,Brazil
COM00818.02,Minas Centrais,,Mine,Iron,Iron,Open pit,2000.0,,Brazil
COM00818.03,Minas Centrais,,Mine,Iron,Iron,Open pit,1994.0,,Brazil
COM00818.04,Minas Centrais,,Mine,Iron,Iron,Open pit,2000.0,,Brazil
COM00852.03,Mount Goldsworthy,,Mine,Iron,Iron,Open pit,2003.0,,Australia
COM00864.04,Mt Magnet,,Mine,Gold,Gold,,2016.0,,Australia
COM00914.01,North Eastern Coalfields,,Mine,Coal,Coal,"Open pit, Underground",1986.0,,India
COM00914.02,North Eastern Coalfields,,Mine,Coal,Coal,Open pit,1983.0,,India
COM00918.01,Northern Coalfields Limited,,Mine,Coal,Coal,,1987.0,,India
COM00955.01,Pampa Norte,,Mine,Copper,Copper,Open pit,2006.0,,Chile
COM00962.01,Paraopeba,,Mine,Iron,Iron,Open pit,2001.0,,Brazil
COM00962.02,Paraopeba,,Mine,Iron,Iron,Open pit,2003.0,,Brazil
COM00962.03,Paraopeba,,Mine,Iron,Iron,Open pit,2004.0,,Brazil
COM00974.01,Pennsylvania Mining Complex,,Mine,Coal,Metallurgical coal,Underground,1984.0,,United States of America
COM00974.03,Pennsylvania Mining Complex,,Mine,Coal,Metallurgical coal,Underground,1989.0,,United States of America
COM00974.04,Pennsylvania Mining Complex,,Mine,Coal,Metallurgical coal,Underground,2013.0,,United States of America
COM00989.02,Pinnacle Complex,,Mine,Coal,Metallurgical coal,Underground,2004.0,2012.0,United States of America
COM01028.01,PT Central Omega Resources Tbk,,Mine,Other (poly)-metallic,Nickel,,2011.0,,Indonesia
COM01028.02,PT Central Omega Resources Tbk,,Mine,Other (poly)-metallic,Nickel,,2013.0,,Indonesia
COM01028.03,PT Central Omega Resources Tbk,,Mine,Other (poly)-metallic,Nickel,,2011.0,,Indonesia
COM01049.01,PT Tuah Turangga Agung,,Mine,Coal,Thermal coal,,2013.0,,Indonesia
COM01049.02,PT Tuah Turangga Agung,,Mine,Coal,Thermal coal,,2010.0,,Indonesia
COM01049.03,PT Tuah Turangga Agung,,Mine,Coal,Thermal coal,,2007.0,,Indonesia
COM01049.04,PT Tuah Turangga Agung,,Mine,Coal,Coking coal,,2014.0,,Indonesia
COM01049.05,PT Tuah Turangga Agung,,Mine,Coal,Thermal coal,,2007.0,,Indonesia
COM01049.06,PT Tuah Turangga Agung,,Mine,Coal,Thermal coal,,2013.0,,Indonesia
COM01053.01,Puna,,Mine,Silver,,,2009.0,,Argentina
COM01053.02,Puna,,Mine,Silver,,Open pit,2018.0,,Argentina
COM01061.01,Rajpura Dariba,,Mine,Zinc,"Lead, Zinc",Underground,2006.0,,India
COM01064.01,Raspadskaya,,Mine,Coal,Metallurgical coal,Underground,1973.0,,Russian Federation
COM01064.02,Raspadskaya,,Mine,Coal,Metallurgical coal,Open pit,2004.0,,Russian Federation
COM01064.04,Raspadskaya,,Mine,Coal,Metallurgical coal,Underground,2003.0,,Russian Federation
COM01074.03,Red Lake,,Mine,Gold,Gold,Underground,2014.0,,Canada
COM01238.01,SUEK Primorye,,Mine,Coal,Hard coal,Open pit,2017.0,,Russian Federation
COM01244.02,Sycamore and Imperial,,Mine,Coal,"Metallurgical coal, Thermal coal",,2006.0,2012.0,United States of America
COM01244.04,Sycamore and Imperial,,Mine,Coal,Coal,Underground,1999.0,,United States of America
COM01295.01,Tritton,,Mine,Copper,Copper,Underground,2004.0,,Australia
COM01295.02,Tritton,,Mine,Copper,Copper,"Open pit, Underground",2016.0,,Australia
COM01329.01,Vargem Grande,,Mine,Iron,Iron,Open pit,1993.0,,Brazil
COM01329.02,Vargem Grande,,Mine,Iron,Iron,Open pit,1997.0,,Brazil
COM01329.03,Vargem Grande,,Mine,Iron,Iron,Open pit,2004.0,,Brazil
COM01354.02,Watagan,,Mine,Coal,semi-hard coking coal,,2006.0,,Australia
COM01389.01,Yancoal International,,Mine,Coal,Thermal coal,Open pit,2010.0,,Australia
COM01389.02,Yancoal International,,Mine,Coal,Thermal coal,Open pit,1996.0,,Australia
COM01394.01,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,1973.0,,China
COM01394.02,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,1981.0,,China
COM01394.03,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,1986.0,,China
COM01394.04,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,1989.0,,China
COM01394.05,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,1997.0,,China
COM01394.06,Yanzhou Shandong Area,,Mine,Coal,Thermal coal,Underground,2000.0,,China
COM01401.01,Yilgarn Project,,Mine,Iron,Iron,Open pit,2011.0,2018.0,Australia
COM01402.01,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2008.0,,China
COM01402.02,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2006.0,,China
COM01402.03,Yintai Inner Mongolia,,Mine,Coal,Coal,Open pit,2008.0,,China
COM01402.04,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2007.0,,China
COM01402.05,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2008.0,,China
COM01402.06,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2008.0,,China
COM01402.07,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2007.0,,China
COM01402.08,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2008.0,,China
COM01402.10,Yintai Inner Mongolia,,Mine,Coal,Coal,Underground,2016.0,,China
COM01407.01,Yuzhkuzbassugol,,Mine,Coal,Metallurgical coal,Underground,1957.0,,Russian Federation
COM01407.02,Yuzhkuzbassugol,,Mine,Coal,Metallurgical coal,Underground,1984.0,,Russian Federation
COM01407.03,Yuzhkuzbassugol,,Mine,Coal,Metallurgical coal,Underground,1933.0,,Russian Federation
COM01407.04,Yuzhkuzbassugol,,Mine,Coal,Metallurgical coal,Underground,2002.0,,Russian Federation
COM01407.05,Yuzhkuzbassugol,,Mine,Coal,Metallurgical coal,Underground,2013.0,,Russian Federation
